Index,Player Name,Team,Salary,Position,Age,GP,MP,FG,FG%,3P,3P%,2P,2P%,eFG%,FT,FT%,TRB,AST,STL,BLK,TOV,FOUL,PTS,PER,TS%,USG%,WS,BPM,VORP
183,Pat Connaughton,MIL,5728393,SF,30,61,23.7,2.7,0.392,1.8,0.339,0.9,0.566,0.521,0.4,0.659,4.6,1.3,0.6,0.2,0.5,1.1,7.6,10.0,0.531,13.8,2.5,-1.0,0.3
184,Tyler Herro,MIA,5722116,SG,23,67,34.9,7.3,0.439,3.0,0.378,4.2,0.497,0.531,2.5,0.934,5.4,4.2,0.8,0.2,2.4,1.5,20.1,15.3,0.566,25.6,3.5,0.6,1.6
185,Romeo Langford,SAS,5634257,SG,23,43,19.6,2.8,0.467,0.4,0.262,2.4,0.53,0.498,0.9,0.696,2.7,1.2,0.6,0.3,0.7,1.6,6.9,10.4,0.524,15.4,0.5,-4.2,-0.5
186,Dyson Daniels,NOP,5508600,PG,19,59,17.7,1.5,0.418,0.5,0.314,1.0,0.492,0.483,0.4,0.65,3.2,2.3,0.7,0.2,1.0,1.7,3.8,8.8,0.503,11.6,1.3,-1.8,0.0
187,JaVale McGee,DAL,5461219,C,35,42,8.5,1.9,0.64,0.0,0.4,1.9,0.65,0.648,0.6,0.585,2.5,0.3,0.1,0.6,0.9,1.3,4.4,17.2,0.65,22.8,0.6,-3.7,-0.1
188,Goga Bitadze,ORL/IND,5377520,C,23,38,12.0,1.8,0.552,0.2,0.231,1.7,0.636,0.576,0.6,0.548,3.6,1.0,0.4,0.7,0.6,1.7,4.4,17.1,0.582,15.4,1.3,0.3,0.3
189,Obi Toppin,NYK,5348280,PF,24,67,15.7,2.8,0.446,1.3,0.344,1.5,0.593,0.548,0.6,0.809,2.8,1.0,0.3,0.2,0.6,1.0,7.4,13.6,0.565,19.5,2.1,-0.5,0.4
190,Franz Wagner,ORL,5258280,SF,21,80,32.6,6.8,0.485,1.6,0.361,5.2,0.544,0.543,3.4,0.842,4.1,3.5,1.0,0.2,2.1,2.3,18.6,15.9,0.589,23.5,5.4,-0.1,1.3
191,Kendrick Nunn,LAL/WAS,5250000,SG,27,70,13.8,2.7,0.424,1.1,0.354,1.6,0.493,0.512,0.5,0.854,1.6,1.3,0.4,0.1,0.9,0.9,7.1,11.1,0.53,23.7,0.2,-3.5,-0.4
192,Hamidou Diallo,DET,5200000,SF,24,56,17.8,3.8,0.573,0.1,0.238,3.8,0.593,0.58,1.6,0.588,3.5,1.0,0.9,0.3,1.3,2.2,9.3,15.7,0.593,21.8,1.3,-1.4,0.1
193,Cory Joseph,DET,5155500,PG,31,62,19.8,2.4,0.427,1.1,0.389,1.3,0.468,0.527,0.9,0.792,1.7,3.5,0.5,0.1,0.9,1.4,6.9,12.1,0.558,15.2,1.8,-1.5,0.2
194,Garrett Temple,NOP,5155500,SG,36,25,6.5,0.7,0.4,0.4,0.423,0.3,0.368,0.522,0.1,0.75,0.7,0.5,0.4,0.1,0.2,0.6,2.0,10.5,0.535,13.4,0.3,-1.0,0.0
195,Torrey Craig,PHO,5121951,PF,32,79,24.7,2.9,0.456,1.3,0.395,1.6,0.518,0.556,0.4,0.711,5.4,1.5,0.6,0.8,0.9,2.3,7.4,11.6,0.566,13.0,4.0,-0.6,0.7
196,Jeremy Sochan,SAS,5063520,PF,19,56,26.0,4.5,0.453,0.6,0.246,3.9,0.519,0.483,1.4,0.698,5.3,2.5,0.8,0.4,1.7,2.5,11.0,11.4,0.509,19.8,0.2,-4.0,-0.7
197,Nickeil Alexander-Walker,MIN/UTA,5009633,SG,24,59,15.0,2.2,0.444,1.0,0.384,1.2,0.515,0.547,0.7,0.667,1.7,1.8,0.5,0.4,0.9,1.5,6.2,11.6,0.565,17.9,1.1,-0.9,0.2
198,Furkan Korkmaz,PHI,5000000,SG,25,37,9.5,1.3,0.432,0.5,0.391,0.8,0.462,0.514,0.7,0.722,1.1,0.6,0.3,0.1,0.6,0.5,3.8,9.3,0.552,19.1,0.1,-4.4,-0.2
199,Deni Avdija,WAS,4916160,SF,22,76,26.6,3.3,0.437,0.9,0.297,2.4,0.53,0.497,1.6,0.739,6.4,2.8,0.9,0.4,1.6,2.8,9.2,11.2,0.535,16.7,2.3,-2.3,-0.1
200,Davion Mitchell,SAC,4833600,PG,24,80,18.1,2.3,0.454,0.8,0.32,1.5,0.584,0.533,0.3,0.806,1.3,2.3,0.6,0.2,0.8,1.4,5.6,9.4,0.545,14.1,1.5,-2.8,-0.3
201,Johnny Davis,WAS,4810320,SG,20,28,15.1,2.4,0.386,0.6,0.243,1.8,0.485,0.436,0.5,0.519,2.3,1.0,0.4,0.3,0.6,1.7,5.8,7.2,0.446,20.5,-0.3,-7.4,-0.6
202,Ty Jerome,GSW,4728948,SG,25,45,18.1,2.6,0.488,0.8,0.389,1.8,0.546,0.56,0.8,0.927,1.7,3.0,0.5,0.1,0.7,1.4,6.9,12.8,0.594,14.9,2.1,-0.8,0.3
203,Jalen Smith,IND,4670160,C,22,68,18.8,3.6,0.476,0.8,0.283,2.8,0.593,0.53,1.5,0.759,5.8,1.0,0.3,0.9,1.1,2.3,9.4,15.9,0.565,21.0,2.3,-2.1,0.0
204,Ziaire Williams,MEM,4591680,SF,21,37,15.2,2.3,0.429,0.7,0.258,1.6,0.596,0.492,0.5,0.773,2.1,0.9,0.4,0.2,1.0,1.6,5.7,7.4,0.511,18.0,0.1,-5.6,-0.5
205,Ousmane Dieng,OKC,4569840,PF,19,39,14.6,1.9,0.42,0.7,0.265,1.3,0.602,0.492,0.4,0.652,2.7,1.2,0.4,0.2,0.7,1.1,4.9,9.3,0.505,15.9,0.4,-3.6,-0.2
206,Jeff Green,DEN,4500000,PF,36,56,19.5,2.9,0.488,0.5,0.288,2.3,0.58,0.534,1.6,0.744,2.6,1.2,0.3,0.3,0.8,1.8,7.8,11.0,0.576,17.0,1.7,-3.4,-0.4
207,Donte DiVincenzo,GSW,4500000,SG,26,72,26.3,3.3,0.435,2.1,0.397,1.2,0.525,0.574,0.8,0.817,4.5,3.5,1.3,0.1,1.6,1.8,9.4,12.8,0.593,15.1,4.2,0.7,1.3
208,Devin Vassell,SAS,4437000,SG,22,38,31.0,6.9,0.439,2.7,0.387,4.2,0.48,0.525,2.1,0.78,3.9,3.6,1.1,0.4,1.5,1.5,18.5,15.5,0.55,24.4,1.2,0.4,0.7
209,Matisse Thybulle,PHI/POR,4379526,SF-SG,25,71,16.9,1.5,0.435,0.8,0.365,0.8,0.533,0.542,0.3,0.679,2.0,0.7,1.2,0.5,0.3,1.6,4.1,10.5,0.552,10.6,2.1,-0.5,0.4
210,Jarred Vanderbilt,LAL/UTA,4374000,PF,23,78,24.1,3.2,0.548,0.4,0.322,2.8,0.604,0.58,1.2,0.691,7.5,2.4,1.1,0.3,1.2,2.4,7.9,15.1,0.604,13.6,5.2,1.1,1.5
211,James Bouknight,CHO,4362240,SG,22,34,15.1,2.0,0.358,1.0,0.303,1.1,0.429,0.443,0.6,0.667,2.1,1.2,0.4,0.1,0.9,1.4,5.6,6.2,0.463,19.5,-0.4,-6.5,-0.6
212,Brandon Clarke,MEM,4343919,PF,26,56,19.5,4.1,0.656,0.0,0.167,4.1,0.665,0.658,1.8,0.723,5.5,1.3,0.6,0.7,1.0,2.3,10.0,20.0,0.682,17.7,4.5,2.5,1.3
213,Jalen Williams,OKC,4341480,SG,21,75,30.3,5.5,0.521,1.0,0.356,4.5,0.579,0.567,2.1,0.812,4.5,3.3,1.4,0.5,1.6,2.5,14.1,15.6,0.601,18.4,5.6,0.3,1.3
214,Grant Williams,BOS,4306281,PF,24,79,25.9,2.7,0.454,1.5,0.395,1.3,0.546,0.575,1.2,0.77,4.6,1.7,0.5,0.4,1.0,2.4,8.1,10.3,0.605,13.1,4.4,-1.1,0.5
215,Darius Bazley,OKC/PHO,4264628,C,22,43,14.3,1.9,0.454,0.5,0.377,1.5,0.485,0.508,0.9,0.543,3.2,0.9,0.5,0.8,0.6,1.0,5.2,13.1,0.524,16.4,1.0,-1.0,0.2
216,Tyrese Haliburton,IND,4215120,PG,22,56,33.6,7.4,0.49,2.9,0.4,4.5,0.572,0.586,3.1,0.871,3.7,10.4,1.6,0.4,2.5,1.2,20.7,23.6,0.624,23.8,7.6,7.2,4.4
217,Nassir Little,POR,4171548,SF,22,54,18.1,2.5,0.442,1.1,0.367,1.4,0.524,0.538,0.6,0.717,2.6,0.9,0.4,0.4,0.7,1.2,6.6,10.2,0.555,16.0,0.7,-3.0,-0.3
218,Jalen Duren,DET,4124280,C,19,67,24.9,3.9,0.648,0.0,0.0,3.9,0.652,0.648,1.4,0.611,8.9,1.1,0.7,0.9,1.4,2.7,9.1,17.3,0.655,14.3,4.5,-0.8,0.5
219,Gorgui Dieng,SAS,4105236,C,33,31,11.5,1.5,0.385,0.7,0.28,0.8,0.571,0.474,0.3,0.769,3.5,1.7,0.1,0.5,1.0,1.8,3.9,9.9,0.493,17.9,0.0,-3.9,-0.2
220,Justise Winslow,POR,4097561,PF,26,29,26.8,2.8,0.409,0.5,0.311,2.3,0.438,0.444,0.7,0.714,5.0,3.4,1.0,0.4,1.5,3.1,6.8,9.3,0.466,14.2,0.4,-2.8,-0.2
221,Dylan Windler,CLE,4037277,SF,26,3,3.3,0.7,0.667,0.3,0.5,0.3,1.0,0.833,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7,19.0,0.833,17.9,0.0,6.7,0.0
222,Stanley Johnson,SAS,4022164,SF,26,30,15.6,2.2,0.533,0.6,0.45,1.6,0.573,0.607,0.9,0.667,3.2,2.2,0.5,0.2,1.1,1.6,5.8,13.5,0.625,15.2,0.7,-1.0,0.1
223,George Hill,MIL/IND,4000000,PG-SG,36,46,18.1,1.7,0.47,0.7,0.358,1.0,0.62,0.572,0.9,0.764,1.8,2.4,0.6,0.1,0.7,1.2,5.0,10.6,0.61,11.3,1.9,-1.5,0.1
224,Terence Davis,SAC,4000000,SG,25,64,13.1,2.4,0.423,1.4,0.366,1.0,0.537,0.545,0.5,0.791,2.2,1.0,0.7,0.2,0.8,1.6,6.7,12.9,0.563,22.2,0.9,-1.5,0.1
225,Chris Duarte,IND,3936960,SF,25,46,19.5,2.7,0.369,1.2,0.316,1.5,0.428,0.452,1.3,0.847,2.5,1.4,0.5,0.2,0.9,1.4,7.9,8.6,0.496,19.0,0.0,-4.5,-0.6
226,Alex Len,SAC,3918600,C,29,26,6.2,0.6,0.533,0.0,0.0,0.6,0.571,0.533,0.4,0.688,2.3,0.5,0.2,0.4,0.6,1.1,1.7,12.8,0.58,14.1,0.3,-4.0,-0.1
227,Ochai Agbaji,UTA,3918360,SG,22,59,20.5,2.8,0.427,1.4,0.355,1.4,0.532,0.532,0.9,0.812,2.1,1.1,0.3,0.3,0.7,1.7,7.9,9.5,0.561,15.8,1.3,-3.0,-0.3
228,Jordan Poole,GSW,3901399,PG,23,82,30.0,6.7,0.43,2.6,0.336,4.1,0.524,0.514,4.4,0.87,2.7,4.5,0.8,0.3,3.1,2.6,20.4,14.6,0.573,29.2,3.2,-1.9,0.1
229,Keldon Johnson,SAS,3873024,SF,23,63,32.7,8.0,0.452,2.1,0.329,5.9,0.523,0.512,3.9,0.749,5.0,2.9,0.7,0.2,2.1,2.0,22.0,15.3,0.551,27.9,1.3,-1.8,0.1
230,James Johnson,IND,3841067,PF,35,18,9.0,1.2,0.449,0.2,0.2,1.1,0.559,0.48,0.2,0.5,1.7,0.8,0.4,0.3,0.4,1.8,2.8,8.4,0.486,15.7,0.1,-4.4,-0.1
231,Aaron Nesmith,IND,3804360,SF,23,73,24.9,3.5,0.427,1.6,0.366,1.9,0.496,0.525,1.6,0.838,3.8,1.3,0.8,0.5,1.0,3.2,10.1,10.5,0.566,16.8,2.0,-3.0,-0.4
232,Moses Moody,GSW,3740160,SG,20,63,13.0,1.7,0.476,0.8,0.363,0.9,0.641,0.584,0.6,0.698,1.7,0.8,0.3,0.1,0.5,0.9,4.8,10.3,0.603,14.6,1.3,-2.6,-0.1
233,Mark Williams,CHO,3722040,C,21,43,19.3,3.7,0.637,0.0,0.0,3.7,0.637,0.637,1.6,0.691,7.1,0.4,0.7,1.0,0.9,2.2,9.0,19.8,0.659,17.0,2.8,0.1,0.4
234,Cole Anthony,ORL,3613680,PG,22,60,25.9,4.6,0.454,1.3,0.364,3.4,0.5,0.516,2.5,0.894,4.8,3.9,0.6,0.5,1.5,2.6,13.0,16.0,0.57,21.5,3.7,1.3,1.3
235,Corey Kispert,WAS,3552840,SF,23,74,28.3,3.9,0.497,2.2,0.424,1.7,0.637,0.637,1.0,0.852,2.8,1.2,0.4,0.1,0.7,1.3,11.1,11.5,0.657,14.1,3.8,-1.5,0.2
236,AJ Griffin,ATL,3536160,SF,19,72,19.5,3.4,0.465,1.4,0.39,2.0,0.536,0.56,0.6,0.894,2.1,1.0,0.6,0.2,0.6,1.2,8.9,12.6,0.577,17.9,2.2,-0.8,0.4
237,Mike Muscala,BOS/OKC,3500000,C,31,63,15.0,2.1,0.449,1.3,0.391,0.8,0.588,0.587,0.6,0.769,3.2,0.8,0.2,0.4,0.4,1.6,6.1,13.0,0.608,15.1,2.5,-0.4,0.4
238,Georges Niang,PHI,3465000,PF,29,78,19.4,2.8,0.442,2.0,0.401,0.9,0.576,0.596,0.5,0.867,2.4,1.0,0.4,0.2,0.7,1.9,8.2,10.9,0.61,17.0,2.5,-1.4,0.2
239,Isaiah Stewart,DET,3433320,C,21,50,28.3,3.9,0.442,1.3,0.327,2.6,0.542,0.518,2.2,0.738,8.1,1.4,0.4,0.7,1.4,2.7,11.3,13.1,0.56,17.3,2.0,-2.1,0.0
240,Chuma Okeke,ORL,3433320,SF,24,27,19.2,1.6,0.352,1.0,0.302,0.6,0.472,0.459,0.6,0.762,3.6,1.4,0.7,0.4,0.6,1.5,4.7,9.1,0.488,12.3,0.7,-1.6,0.1
241,Amir Coffey,LAC,3395062,SF,25,50,12.5,1.1,0.386,0.2,0.275,0.9,0.429,0.424,1.0,0.778,1.1,1.1,0.1,0.1,0.4,1.0,3.4,7.0,0.498,13.5,0.4,-5.0,-0.5
242,Tari Eason,HOU,3359160,PF,21,82,21.5,3.6,0.448,0.7,0.343,2.9,0.486,0.493,1.3,0.752,6.0,1.1,1.2,0.6,1.2,2.3,9.3,15.2,0.525,19.3,2.6,-1.7,0.1
243,Aleksej Pokusevski,OKC,3261480,PF,21,34,20.6,3.2,0.434,1.1,0.365,2.1,0.483,0.51,0.6,0.629,4.7,1.9,0.6,1.3,1.3,1.7,8.1,13.4,0.522,18.3,1.0,0.0,0.3
244,Simone Fontecchio,UTA,3205128,SF,27,52,14.7,2.2,0.369,1.2,0.33,1.0,0.43,0.47,0.7,0.795,1.7,0.8,0.3,0.2,0.8,1.2,6.3,8.0,0.495,20.2,-0.1,-5.2,-0.6
245,Andre Drummond,CHI,3200000,C,29,67,12.7,2.5,0.606,0.0,0.0,2.5,0.613,0.606,1.0,0.536,6.6,0.5,0.7,0.4,1.1,1.7,6.0,20.8,0.606,21.0,2.8,-0.8,0.3
246,Dalen Terry,CHI,3191400,SG,20,38,5.6,0.8,0.444,0.2,0.259,0.7,0.556,0.493,0.4,0.667,1.0,0.6,0.3,0.1,0.2,0.6,2.2,14.1,0.523,18.4,0.5,0.0,0.1
247,Sterling Brown,LAL,3122602,SF,27,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.8,0.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0,-3.3,0.0
248,Josh Green,DAL,3098400,SG,22,60,25.7,3.4,0.537,1.1,0.402,2.3,0.643,0.626,1.1,0.723,3.0,1.7,0.7,0.1,1.2,2.6,9.1,11.2,0.645,14.6,2.6,-2.4,-0.2
249,Jake LaRavia,MEM,3047640,PF,21,35,11.8,1.1,0.389,0.7,0.338,0.4,0.542,0.516,0.2,0.778,1.8,0.6,0.3,0.1,0.5,1.4,3.0,6.7,0.531,11.7,0.5,-3.5,-0.2
250,Tre Mann,OKC,3046200,PG,21,67,17.7,2.9,0.393,1.2,0.315,1.7,0.475,0.474,0.6,0.764,2.3,1.8,0.6,0.2,0.9,1.5,7.7,10.0,0.492,20.7,0.5,-3.9,-0.6
251,Kevin Knox,DET/POR,3000000,SF-PF,23,63,15.1,2.4,0.458,1.0,0.349,1.4,0.596,0.556,0.7,0.767,2.8,0.5,0.4,0.2,0.8,1.5,6.6,11.1,0.579,18.4,0.7,-3.5,-0.4
252,Saddiq Bey,DET/ATL,2959080,SF,23,77,27.6,4.6,0.422,2.0,0.361,2.6,0.483,0.513,2.7,0.861,4.7,1.5,0.9,0.2,0.9,1.6,13.8,14.6,0.564,20.2,3.9,-0.3,0.9
253,Malaki Branham,SAS,2925600,SG,19,66,23.5,4.1,0.44,1.2,0.302,2.9,0.539,0.503,0.9,0.829,2.7,1.9,0.5,0.1,1.2,1.7,10.2,9.5,0.524,19.1,-0.1,-5.2,-1.3
254,Joe Wieskamp,TOR,2909261,SF,23,9,5.6,0.3,0.214,0.3,0.25,0.0,0.0,0.321,0.0,0.0,0.4,0.3,0.0,0.0,0.1,0.3,1.0,-0.4,0.321,12.8,-0.1,-10.6,-0.1
255,Kai Jones,CHO,2909040,C,22,46,12.0,1.5,0.558,0.1,0.211,1.4,0.624,0.575,0.4,0.731,2.7,0.3,0.4,0.7,0.7,1.4,3.4,10.8,0.597,12.4,0.7,-4.0,-0.3
256,Blake Griffin,BOS,2905851,C,33,41,13.9,1.5,0.485,0.6,0.348,1.0,0.625,0.573,0.5,0.656,3.8,1.5,0.3,0.2,0.5,1.8,4.1,13.1,0.59,12.7,1.8,0.1,0.3
257,Robin Lopez,CLE,2905851,C,34,37,8.1,1.3,0.64,0.1,0.5,1.2,0.648,0.653,0.4,0.778,1.4,0.5,0.1,0.2,0.7,1.2,3.0,11.6,0.675,16.1,0.6,-3.0,-0.1
258,Markieff Morris,BRK/DAL,2905851,PF,33,35,10.1,1.3,0.409,0.8,0.394,0.5,0.432,0.53,0.3,1.0,2.0,0.9,0.3,0.1,0.5,1.4,3.8,10.4,0.553,17.2,0.4,-2.7,-0.1
259,Andre Iguodala,GSW,2905851,PF,39,8,14.1,0.9,0.467,0.1,0.111,0.8,1.0,0.5,0.3,0.667,2.1,2.4,0.5,0.4,1.1,1.4,2.1,7.3,0.521,9.4,0.1,-2.5,0.0
260,Serge Ibaka,MIL,2905851,C,33,16,11.6,1.6,0.481,0.4,0.333,1.3,0.556,0.537,0.5,0.615,2.8,0.3,0.1,0.4,0.7,1.4,4.1,9.8,0.553,16.1,0.2,-4.5,-0.1
261,Udonis Haslem,MIA,2905851,C,42,7,10.1,1.4,0.345,0.4,0.333,1.0,0.35,0.397,0.6,0.8,1.6,0.0,0.1,0.3,0.1,1.6,3.9,6.2,0.433,20.1,0.0,-12.1,-0.2
262,Wesley Matthews,MIL,2905851,SF,36,52,15.8,1.1,0.363,0.8,0.315,0.4,0.528,0.484,0.5,0.857,2.2,0.7,0.4,0.3,0.3,1.4,3.4,7.0,0.519,9.8,1.2,-2.7,-0.1
263,Austin Rivers,MIN,2905851,SG,30,52,19.5,1.8,0.435,0.8,0.35,0.9,0.558,0.538,0.6,0.769,1.6,1.4,0.5,0.1,0.4,1.5,4.9,7.4,0.564,10.5,1.3,-2.8,-0.2
264,Bismack Biyombo,PHO,2905851,C,30,61,14.3,2.0,0.578,0.0,0.0,2.0,0.578,0.578,0.4,0.357,4.3,0.9,0.3,1.4,0.8,1.9,4.3,14.4,0.555,14.0,1.9,-0.9,0.2
265,Taj Gibson,WAS,2905851,C,37,49,9.8,1.3,0.52,0.2,0.333,1.2,0.564,0.552,0.6,0.714,1.9,0.7,0.3,0.2,0.5,1.7,3.4,11.4,0.585,15.3,0.8,-3.2,-0.1
266,Precious Achiuwa,TOR,2840160,C,23,55,20.7,3.6,0.485,0.5,0.269,3.0,0.564,0.521,1.6,0.702,6.0,0.9,0.6,0.5,1.1,1.9,9.2,15.2,0.554,19.4,2.2,-2.3,-0.1
267,Christian Braun,DEN,2808600,SG,21,76,15.5,1.9,0.495,0.4,0.354,1.4,0.565,0.554,0.5,0.625,2.4,0.8,0.5,0.2,0.5,1.3,4.7,10.3,0.568,13.0,1.9,-2.4,-0.1
268,Jordan Nwora,MIL/IND,2800000,SF,24,62,19.2,3.1,0.436,1.4,0.408,1.7,0.462,0.533,1.1,0.791,3.7,1.4,0.4,0.2,1.1,1.2,8.7,12.2,0.561,19.4,1.5,-2.1,0.0
269,Jalen Johnson,ATL,2792640,SF,21,70,14.9,2.3,0.491,0.4,0.288,1.8,0.587,0.537,0.7,0.628,4.0,1.2,0.5,0.5,0.6,1.6,5.6,14.1,0.554,16.0,2.1,0.3,0.6
270,Tyrese Maxey,PHI,2726880,SG,22,60,33.6,7.3,0.481,2.7,0.434,4.7,0.513,0.568,3.0,0.845,2.9,3.5,0.8,0.1,1.3,2.2,20.3,17.0,0.605,24.1,5.4,0.6,1.3
271,Bruno Fernando,HOU/ATL,2717391,C,24,39,10.4,1.5,0.527,0.0,0.0,1.5,0.546,0.527,0.9,0.7,3.5,0.8,0.2,0.9,0.6,1.9,3.9,16.6,0.571,16.3,0.9,-2.0,0.0
272,Walker Kessler,UTA,2696400,C,21,74,23.0,4.0,0.72,0.0,0.333,4.0,0.723,0.721,1.1,0.516,8.4,0.9,0.4,2.3,0.8,2.3,9.2,21.5,0.702,13.3,7.1,2.9,2.1
273,Keon Johnson,POR,2681040,SG,20,40,10.4,1.7,0.376,0.7,0.346,1.0,0.402,0.455,0.7,0.659,1.1,1.5,0.5,0.2,1.1,1.1,4.7,9.0,0.482,25.0,-0.5,-5.4,-0.4
274,Charles Bassey,SAS,2674742,C,22,35,14.5,2.5,0.644,0.1,0.375,2.4,0.661,0.656,0.6,0.595,5.5,1.3,0.5,0.9,1.2,2.1,5.7,18.8,0.658,15.6,1.3,0.6,0.3
275,Matthew Dellavedova,SAC,2628597,PG,32,32,6.7,0.5,0.34,0.3,0.333,0.3,0.348,0.43,0.1,0.571,0.4,1.3,0.2,0.0,0.3,0.6,1.5,6.7,0.443,12.7,0.1,-5.2,-0.2
