Index,Player Name,Team,Salary,Position,Age,GP,MP,FG,FG%,3P,3P%,2P,2P%,eFG%,FT,FT%,TRB,AST,STL,BLK,TOV,FOUL,PTS,PER,TS%,USG%,WS,BPM,VORP
276,Trey Lyles,SAC,2625000,PF,27,74,16.9,2.5,0.458,1.2,0.363,1.4,0.595,0.565,1.4,0.815,4.1,0.9,0.4,0.4,0.9,1.3,7.6,14.2,0.607,18.1,2.6,-1.0,0.3
277,Zeke Nnaji,DEN,2617800,PF,22,53,13.7,2.1,0.561,0.3,0.262,1.8,0.71,0.605,0.8,0.645,2.6,0.3,0.3,0.4,0.6,2.0,5.2,12.5,0.62,15.2,1.6,-3.7,-0.3
278,David Roddy,MEM,2588640,PF,21,70,18.0,2.6,0.429,0.9,0.307,1.6,0.553,0.506,0.6,0.631,2.8,0.8,0.4,0.3,0.8,1.5,6.7,8.8,0.519,16.7,1.1,-3.9,-0.6
279,Isaiah Jackson,IND,2573760,C,21,63,16.5,2.8,0.563,0.0,0.143,2.8,0.582,0.566,1.5,0.651,4.5,0.8,0.5,1.5,0.8,2.4,7.2,17.5,0.595,17.4,2.7,-0.8,0.3
280,MarJon Beauchamp,MIL,2485200,SF,22,52,13.5,1.8,0.395,0.9,0.331,0.9,0.485,0.492,0.5,0.73,2.2,0.7,0.4,0.1,0.9,1.4,5.1,8.2,0.513,18.3,0.4,-4.8,-0.5
281,Usman Garuba,HOU,2471160,C,20,75,12.9,1.1,0.486,0.3,0.407,0.8,0.525,0.554,0.4,0.617,4.1,0.9,0.6,0.4,0.6,1.8,3.0,12.9,0.569,10.5,1.8,-1.4,0.2
282,Raul Neto,CLE,2463490,PG,30,48,10.5,1.2,0.518,0.3,0.286,0.9,0.662,0.573,0.6,0.912,1.0,1.6,0.4,0.1,0.5,1.0,3.3,12.6,0.628,13.2,1.5,-0.2,0.2
283,Frank Kaminsky,HOU/ATL,2463490,C,29,36,6.5,0.9,0.492,0.4,0.394,0.5,0.6,0.595,0.4,0.875,1.4,0.9,0.2,0.1,0.3,0.6,2.5,15.3,0.635,14.1,0.7,2.8,0.3
284,Montrezl Harrell,PHI,2463490,C,29,57,11.9,2.2,0.598,0.0,0.0,2.2,0.616,0.598,1.2,0.693,2.8,0.6,0.3,0.4,0.6,1.3,5.6,17.6,0.631,18.9,2.2,-1.3,0.1
285,Blake Wesley,SAS,2385480,SG,19,37,18.1,1.9,0.321,0.5,0.385,1.3,0.301,0.367,0.7,0.591,2.2,2.7,0.7,0.1,1.8,1.8,5.0,3.5,0.393,18.5,-1.6,-9.6,-1.3
286,Josh Christopher,HOU,2372160,SG,21,64,12.3,2.4,0.465,0.3,0.236,2.1,0.55,0.497,0.7,0.75,1.1,1.1,0.5,0.2,0.9,0.9,5.8,11.5,0.523,21.9,0.0,-4.3,-0.5
287,Isaiah Roby,SAS,2330681,PF,24,42,11.3,1.6,0.432,0.4,0.3,1.2,0.516,0.49,0.5,0.488,2.5,0.9,0.4,0.2,0.7,1.3,4.1,9.3,0.497,17.8,-0.1,-4.6,-0.3
288,Lindy Waters III,OKC,2316876,SG,25,41,13.0,1.7,0.393,1.4,0.358,0.3,0.75,0.556,0.4,0.8,1.8,0.7,0.3,0.3,0.2,1.0,5.2,11.8,0.573,15.5,1.1,0.1,0.3
289,Immanuel Quickley,NYK,2316240,SG,23,81,28.9,5.2,0.448,2.1,0.37,3.1,0.521,0.537,2.5,0.819,4.2,3.4,1.0,0.2,1.2,2.0,14.9,16.3,0.578,20.9,6.7,1.7,2.1
290,John Konchar,MEM,2300000,SF,26,72,20.8,1.9,0.431,0.8,0.339,1.1,0.545,0.525,0.4,0.778,4.3,1.4,1.1,0.3,0.5,1.6,5.1,10.8,0.542,10.4,3.5,0.5,0.9
291,Rodney McGruder,DET,2298385,SG,31,32,16.4,1.9,0.408,1.3,0.423,0.7,0.382,0.543,0.6,0.818,2.3,0.9,0.5,0.0,0.3,1.2,5.7,10.7,0.566,14.0,0.7,-1.5,0.1
292,Bryn Forbes,MIN,2298385,SG,29,25,10.7,1.2,0.361,0.6,0.304,0.6,0.432,0.446,0.6,1.0,0.6,0.7,0.3,0.1,0.5,0.9,3.6,6.2,0.497,16.2,0.0,-6.3,-0.3
293,Damian Jones,LAL/UTA,2298385,C,27,41,11.6,1.3,0.64,0.2,0.588,1.1,0.652,0.698,0.5,0.759,3.0,0.4,0.2,0.5,0.6,1.3,3.5,12.9,0.719,10.7,1.2,-1.7,0.0
294,Quentin Grimes,NYK,2277000,SG,22,71,29.9,4.0,0.468,2.2,0.386,1.8,0.641,0.599,1.1,0.796,3.2,2.1,0.7,0.4,1.0,2.5,11.3,11.7,0.619,14.4,4.8,-0.1,1.0
295,Saben Lee,PHI/PHO,2266640,PG,23,25,14.9,2.0,0.405,0.4,0.367,1.5,0.418,0.45,1.7,0.737,1.8,2.7,0.8,0.0,1.0,1.3,6.0,13.1,0.517,19.5,0.7,-1.8,0.0
296,Andrew Nembhard,IND,2244111,SG,23,75,27.6,3.8,0.441,1.2,0.35,2.6,0.504,0.512,0.7,0.79,2.7,4.5,0.9,0.2,1.7,2.4,9.5,10.0,0.528,16.1,1.2,-3.2,-0.6
297,Payton Pritchard,BOS,2239200,PG,25,48,13.4,2.1,0.412,1.2,0.364,0.9,0.495,0.527,0.3,0.75,1.8,1.3,0.3,0.0,0.8,0.8,5.6,10.3,0.536,19.8,0.6,-3.4,-0.2
298,Bones Hyland,DEN/LAC,2201520,PG,22,56,19.4,4.1,0.399,2.1,0.371,2.0,0.434,0.502,1.5,0.843,2.4,3.1,0.7,0.3,1.5,1.7,11.8,14.9,0.535,28.0,1.4,-0.8,0.3
299,Bol Bol,ORL,2200000,PF,23,70,21.5,3.7,0.546,0.4,0.265,3.3,0.633,0.577,1.2,0.759,5.8,1.0,0.4,1.2,1.6,1.3,9.1,14.4,0.603,18.2,2.3,-0.9,0.4
300,Peyton Watson,DEN,2193960,SG,20,23,8.1,1.3,0.492,0.3,0.429,1.0,0.511,0.542,0.5,0.55,1.6,0.5,0.1,0.5,0.3,0.6,3.3,12.8,0.553,17.7,0.3,-2.8,0.0
301,Udoka Azubuike,UTA,2174880,C,23,36,10.0,1.6,0.819,0.0,0.0,1.6,0.819,0.819,0.2,0.35,3.3,0.3,0.2,0.4,0.5,0.9,3.5,16.1,0.774,11.5,1.0,-0.6,0.1
302,Jaden McDaniels,MIN,2161440,SF,22,79,30.6,4.7,0.517,1.4,0.398,3.3,0.588,0.591,1.3,0.736,3.9,1.9,0.9,1.0,1.4,3.4,12.1,12.0,0.611,15.8,4.4,-1.2,0.5
303,Jordan McLaughlin,MIN,2160000,PG,26,43,15.8,1.4,0.421,0.6,0.308,0.9,0.552,0.503,0.3,0.833,1.4,3.4,0.7,0.1,0.8,0.7,3.7,11.8,0.526,11.7,1.3,-0.7,0.2
304,Malachi Flynn,TOR,2145720,PG,24,53,13.0,1.6,0.36,0.9,0.353,0.8,0.367,0.457,0.5,0.758,1.4,1.3,0.4,0.1,0.5,1.2,4.6,8.7,0.479,17.4,0.5,-4.1,-0.4
305,Cam Thomas,BRK,2138160,SG,21,57,16.6,3.5,0.441,0.9,0.383,2.6,0.464,0.497,2.6,0.868,1.7,1.4,0.4,0.1,1.1,1.0,10.6,14.7,0.567,27.8,1.0,-2.7,-0.2
306,Luke Kornet,BOS,2133278,C,27,69,11.7,1.6,0.665,0.0,0.231,1.6,0.701,0.674,0.5,0.821,2.9,0.8,0.2,0.7,0.4,1.2,3.8,16.7,0.697,11.5,3.3,1.0,0.6
307,Damion Lee,PHO,2133278,SG,30,74,20.4,2.7,0.442,1.5,0.445,1.2,0.439,0.564,1.3,0.904,3.0,1.3,0.4,0.1,1.1,1.6,8.2,10.7,0.607,16.3,2.6,-1.7,0.1
308,Juan Toscano-Anderson,LAL/UTA,2133278,SF,29,52,13.5,1.2,0.448,0.2,0.186,1.1,0.56,0.476,0.4,0.792,2.4,1.3,0.3,0.2,0.7,1.5,3.0,7.2,0.505,11.3,0.5,-3.8,-0.3
309,Desmond Bane,MEM,2130240,SG,24,58,31.7,7.8,0.479,2.9,0.408,4.9,0.534,0.568,3.1,0.883,5.0,4.4,1.0,0.4,2.2,2.6,21.5,19.1,0.606,26.1,5.8,3.5,2.5
310,Jaden Springer,PHI,2125200,SG,20,16,5.6,1.1,0.486,0.1,0.4,0.9,0.5,0.514,0.4,0.75,0.9,0.5,0.4,0.2,0.2,0.9,2.6,17.2,0.545,20.8,0.3,0.3,0.1
311,Day'Ron Sharpe,BRK,2109480,C,21,48,11.5,1.9,0.544,0.1,0.545,1.8,0.544,0.561,0.7,0.636,4.2,0.8,0.3,0.7,0.9,1.9,4.7,17.8,0.581,19.0,1.6,-2.3,0.0
312,Tony Bradley,CHI,2036318,C,25,12,2.8,0.5,0.5,0.3,0.6,0.3,0.429,0.625,0.3,1.0,0.9,0.1,0.1,0.1,0.1,0.2,1.6,21.7,0.69,19.8,0.2,4.9,0.1
313,Frank Ntilikina,DAL,2036318,SG,24,47,12.9,1.0,0.364,0.4,0.254,0.7,0.477,0.428,0.5,0.667,1.3,1.2,0.3,0.1,0.6,1.4,2.9,5.2,0.461,13.1,-0.1,-6.7,-0.7
314,Garrison Mathews,HOU/ATL,2000000,SG,26,54,12.7,1.4,0.363,1.2,0.35,0.2,0.476,0.52,0.9,0.906,1.4,0.5,0.4,0.1,0.4,1.1,4.8,9.7,0.573,14.7,1.0,-2.4,-0.1
315,Jaylin Williams,OKC,2000000,C,20,49,18.7,2.1,0.436,0.9,0.407,1.1,0.463,0.534,0.8,0.704,4.9,1.6,0.6,0.2,0.8,2.3,5.9,11.2,0.559,13.5,1.9,-1.7,0.1
316,Jeremiah Robinson-Earl,OKC,2000000,PF,22,43,18.9,2.6,0.444,0.9,0.333,1.7,0.533,0.518,0.8,0.833,4.2,1.0,0.6,0.3,0.4,1.7,6.8,13.0,0.548,14.6,1.9,-1.5,0.1
317,Kenrich Williams,OKC,2000000,PF,28,53,22.8,3.4,0.517,0.9,0.373,2.4,0.608,0.59,0.3,0.436,4.9,2.0,0.8,0.3,0.6,2.1,8.0,14.4,0.585,13.7,3.3,0.5,0.8
318,Caleb Houstan,ORL,2000000,SF,20,51,15.9,1.3,0.363,0.9,0.338,0.4,0.435,0.489,0.3,0.833,1.9,0.6,0.2,0.1,0.4,1.2,3.8,6.2,0.508,11.0,0.7,-4.0,-0.4
319,Shake Milton,PHI,1997718,SG,26,76,20.6,3.2,0.479,0.7,0.378,2.4,0.521,0.535,1.3,0.853,2.5,3.2,0.3,0.2,1.2,1.6,8.4,12.7,0.575,18.5,2.9,-2.0,0.0
320,Aaron Holiday,ATL,1968175,PG,26,63,13.4,1.5,0.418,0.6,0.409,0.9,0.424,0.5,0.4,0.844,1.2,1.4,0.6,0.2,0.6,1.3,3.9,9.4,0.528,13.4,0.9,-2.0,0.0
321,Yuta Watanabe,BRK,1968175,SF,28,58,16.0,2.0,0.491,1.0,0.444,0.9,0.557,0.621,0.6,0.723,2.4,0.8,0.4,0.3,0.4,1.4,5.6,12.1,0.637,13.1,2.1,-0.6,0.3
322,Edmond Sumner,BRK,1968175,SG,27,53,13.9,2.3,0.461,0.6,0.356,1.8,0.511,0.519,1.9,0.917,1.5,1.3,0.6,0.2,0.9,1.6,7.1,14.0,0.597,22.1,1.3,-2.6,-0.1
323,Theo Pinson,DAL,1968175,SG,27,40,8.1,0.8,0.356,0.6,0.355,0.2,0.36,0.483,0.3,0.846,1.6,1.2,0.2,0.0,0.3,0.9,2.4,10.1,0.512,14.7,0.5,-3.4,-0.1
324,Thomas Bryant,DEN/LAL,1968175,C,25,59,18.3,3.9,0.623,0.4,0.441,3.5,0.658,0.659,1.6,0.738,5.7,0.5,0.3,0.5,0.6,1.7,9.8,19.7,0.682,18.2,4.1,0.6,0.7
325,Josh Okogie,PHO,1968175,SG,24,72,18.8,2.3,0.391,0.9,0.335,1.3,0.442,0.471,1.9,0.724,3.5,1.5,0.8,0.5,0.9,1.6,7.3,13.3,0.531,17.7,2.8,-0.2,0.6
326,Drew Eubanks,POR,1968175,C,25,78,20.3,2.7,0.641,0.1,0.389,2.7,0.655,0.651,1.1,0.664,5.4,1.3,0.5,1.3,0.9,2.2,6.6,16.2,0.666,12.5,4.4,0.1,0.8
327,Dean Wade,CLE,1930681,PF,26,44,20.3,1.7,0.412,1.0,0.354,0.6,0.56,0.54,0.3,0.652,3.4,0.8,0.6,0.5,0.4,2.0,4.7,8.5,0.55,10.2,1.8,-0.7,0.3
328,Terance Mann,LAC,1930681,SG,26,81,23.1,3.4,0.519,1.0,0.389,2.4,0.598,0.593,1.1,0.78,3.4,2.3,0.5,0.3,1.0,1.8,8.8,13.4,0.619,15.3,4.3,-0.2,0.8
329,Jaylen Nowell,MIN,1930681,SG,23,65,19.3,4.3,0.448,1.0,0.289,3.3,0.542,0.502,1.2,0.778,2.6,2.0,0.6,0.1,1.0,1.6,10.8,13.7,0.527,25.0,1.2,-2.5,-0.2
330,Naz Reid,MIN,1930681,C,23,68,18.4,4.6,0.537,1.1,0.346,3.5,0.653,0.602,1.3,0.677,4.9,1.1,0.6,0.8,1.4,2.6,11.5,18.5,0.617,24.8,3.0,1.0,1.0
331,Jalen McDaniels,PHI/CHO,1930681,SF,25,80,23.9,3.5,0.455,1.0,0.332,2.6,0.53,0.518,1.5,0.841,4.3,1.6,1.0,0.4,1.2,2.6,9.4,11.8,0.557,17.2,2.7,-2.1,-0.1
332,Daniel Gafford,WAS,1930681,C,24,78,20.6,3.7,0.732,0.0,0.0,3.7,0.732,0.732,1.6,0.679,5.6,1.1,0.4,1.3,1.1,2.4,9.0,19.7,0.739,15.2,6.1,1.0,1.2
333,Chimezie Metu,SAC,1910860,PF,25,66,10.4,2.0,0.589,0.1,0.237,1.8,0.663,0.61,0.8,0.74,3.0,0.6,0.3,0.3,0.5,1.2,4.9,17.3,0.639,17.6,2.1,-0.1,0.3
334,Davon Reed,DEN/LAL,1902133,SG,27,43,8.0,0.7,0.333,0.4,0.37,0.3,0.289,0.435,0.4,0.667,1.4,0.5,0.3,0.1,0.5,0.9,2.1,6.2,0.471,14.5,0.1,-5.3,-0.3
335,KZ Okpala,SAC,1902133,PF,23,35,7.1,0.5,0.421,0.2,0.333,0.3,0.529,0.513,0.2,0.875,1.0,0.4,0.2,0.2,0.2,1.1,1.3,6.2,0.554,8.4,0.3,-3.2,-0.1
336,Wenyen Gabriel,LAL,1878720,C,25,68,15.1,2.3,0.596,0.1,0.278,2.1,0.647,0.615,0.8,0.619,4.2,0.5,0.4,0.5,0.7,2.1,5.5,14.4,0.626,14.1,2.8,-2.2,-0.1
337,Thanasis Antetokounmpo,MIL,1878720,PF,30,37,5.6,0.5,0.435,0.0,0.0,0.5,0.526,0.435,0.3,0.5,1.2,0.4,0.1,0.1,0.3,0.6,1.4,6.7,0.458,13.8,0.1,-7.6,-0.3
338,Moritz Wagner,ORL,1878720,C,25,57,19.5,3.5,0.5,0.9,0.313,2.6,0.631,0.564,2.7,0.841,4.5,1.5,0.6,0.2,1.2,2.4,10.5,17.4,0.63,21.1,3.4,0.6,0.7
339,Keita Bates-Diop,SAS,1878720,PF,27,67,21.7,3.5,0.508,0.8,0.394,2.7,0.557,0.568,1.8,0.793,3.7,1.5,0.7,0.3,0.8,0.9,9.7,14.9,0.609,16.7,2.7,-0.6,0.5
340,Oshae Brissett,IND,1846738,PF,24,65,16.7,1.9,0.386,0.7,0.31,1.2,0.457,0.461,1.6,0.717,3.4,0.7,0.5,0.2,0.5,1.2,6.1,10.6,0.52,16.1,1.1,-3.2,-0.3
341,Nathan Knight,MIN,1836090,C,25,38,7.7,1.2,0.568,0.2,0.364,1.0,0.644,0.617,1.0,0.684,1.5,0.3,0.3,0.2,0.6,1.1,3.7,14.5,0.655,18.7,0.7,-3.2,-0.1
342,Justin Jackson,BOS,1836090,SF,27,23,4.7,0.3,0.259,0.2,0.25,0.1,0.286,0.352,0.0,0.5,0.7,0.4,0.2,0.2,0.1,0.3,0.9,6.3,0.359,12.2,0.1,-2.6,0.0
343,Isaiah Joe,OKC,1836090,SG,23,73,19.1,3.1,0.441,2.2,0.409,0.9,0.553,0.599,1.1,0.82,2.4,1.2,0.7,0.1,0.5,1.4,9.5,14.5,0.626,17.7,3.8,0.9,1.0
344,Ryan Arcidiacono,NYK/POR,1836090,PG,28,20,8.6,0.5,0.243,0.4,0.348,0.1,0.071,0.351,0.0,0.0,0.8,1.2,0.3,0.0,0.4,0.9,1.3,2.7,0.351,11.1,-0.2,-8.8,-0.3
345,Anthony Gill,WAS,1836090,PF,30,59,10.6,1.2,0.538,0.1,0.138,1.1,0.65,0.553,0.8,0.731,1.7,0.6,0.1,0.2,0.3,1.2,3.3,11.1,0.604,12.3,1.3,-3.3,-0.2
346,Javonte Green,CHI,1815677,SF,29,32,15.0,1.9,0.565,0.4,0.371,1.5,0.658,0.625,0.9,0.667,2.8,0.7,0.8,0.7,0.6,1.6,5.2,14.5,0.646,13.6,1.4,1.4,0.4
347,Gabe Vincent,MIA,1815677,PG,26,68,25.9,3.4,0.402,1.7,0.334,1.6,0.512,0.505,1.0,0.872,2.1,2.5,0.9,0.1,1.4,2.3,9.4,9.0,0.533,17.5,1.4,-3.4,-0.6
348,Max Strus,MIA,1815677,SF,26,80,28.4,4.1,0.41,2.5,0.35,1.6,0.559,0.535,1.0,0.876,3.2,2.1,0.5,0.2,0.9,2.1,11.5,10.8,0.557,17.6,3.4,-1.7,0.2
349,Nick Richards,CHO,1782621,C,25,65,18.7,3.0,0.629,0.0,1.0,3.0,0.628,0.631,2.1,0.749,6.4,0.6,0.2,1.1,0.9,2.4,8.2,18.3,0.676,15.6,4.2,-1.3,0.2
350,Lamar Stevens,CLE,1782621,SF,25,62,18.1,2.1,0.448,0.5,0.316,1.6,0.513,0.5,0.6,0.702,3.3,0.5,0.4,0.3,0.4,1.3,5.3,9.5,0.524,13.6,1.9,-2.8,-0.2
351,Naji Marshall,NOP,1782621,SF,25,77,23.3,3.2,0.433,0.9,0.303,2.4,0.513,0.49,1.8,0.789,3.6,2.5,0.7,0.2,1.3,1.5,9.1,11.4,0.539,17.8,2.5,-1.9,0.1
352,Paul Reed,PHI,1782621,C,23,69,10.9,1.8,0.593,0.0,0.167,1.8,0.606,0.596,0.6,0.745,3.8,0.4,0.7,0.7,0.7,1.8,4.2,19.2,0.62,16.4,2.8,-0.1,0.4
353,Tre Jones,SAS,1782621,PG,23,68,29.2,5.0,0.459,0.7,0.285,4.4,0.506,0.489,2.2,0.86,3.6,6.6,1.3,0.1,1.6,1.4,12.9,16.0,0.534,19.3,3.4,-1.0,0.5
354,Haywood Highsmith,MIA,1752638,PF,26,54,17.9,1.7,0.431,0.7,0.339,1.0,0.523,0.516,0.2,0.464,3.5,0.8,0.7,0.3,0.8,1.5,4.4,8.5,0.517,12.5,0.9,-3.1,-0.3
355,Omer Yurtseven,MIA,1752638,C,24,9,9.2,1.8,0.593,0.3,0.429,1.4,0.65,0.648,0.6,0.833,2.6,0.2,0.2,0.2,0.4,1.8,4.4,16.7,0.675,18.0,0.3,-3.9,0.0
356,Leandro Bolmaro,UTA,1709300,SF,22,14,4.9,0.2,0.15,0.0,0.0,0.2,0.188,0.15,0.0,0.0,0.5,0.5,0.2,0.1,0.5,0.7,0.4,-5.0,0.15,16.6,-0.3,-14.7,-0.2
357,Terry Taylor,CHI/IND,1703902,PF,23,31,8.5,1.3,0.52,0.2,0.263,1.1,0.607,0.553,0.2,0.545,1.5,0.3,0.1,0.2,0.3,0.8,2.9,11.0,0.557,14.2,0.3,-4.1,-0.1
358,Jared Butler,OKC,1674655,PG,22,6,12.8,2.5,0.469,1.2,0.5,1.3,0.444,0.578,0.0,0.0,0.7,1.3,0.8,0.0,0.8,0.8,6.2,13.0,0.578,20.1,0.1,-2.6,0.0
359,Jericho Sims,NYK,1639842,C,24,52,15.6,1.6,0.776,0.0,0.0,1.6,0.783,0.776,0.2,0.75,4.7,0.5,0.3,0.5,0.5,1.8,3.4,13.8,0.78,7.4,2.6,-0.5,0.3
360,Sam Hauser,BOS,1637966,SF,25,80,16.1,2.3,0.455,1.8,0.418,0.5,0.656,0.631,0.2,0.706,2.6,0.9,0.4,0.3,0.4,1.2,6.4,12.7,0.634,14.7,3.4,1.0,1.0
361,Kessler Edwards,BRK/SAC,1637966,SF,22,36,10.7,1.0,0.387,0.5,0.309,0.5,0.5,0.478,0.3,0.733,1.7,0.6,0.4,0.2,0.4,1.1,2.8,8.4,0.502,12.7,0.4,-3.9,-0.2
362,Isaiah Todd,WAS,1575000,PF,21,6,10.2,0.5,0.158,0.2,0.1,0.3,0.222,0.184,0.3,1.0,2.0,0.7,0.2,0.0,0.3,0.7,1.5,-1.0,0.226,15.6,-0.2,-14.2,-0.2
363,Vit Krejci,ATL,1563518,PG,22,29,5.7,0.5,0.405,0.2,0.238,0.3,0.625,0.473,0.0,0.5,0.9,0.6,0.2,0.0,0.2,0.6,1.2,7.7,0.475,10.9,0.1,-3.6,-0.1
364,JT Thor,CHO,1563518,PF,20,69,14.0,1.4,0.399,0.6,0.317,0.8,0.487,0.481,0.5,0.702,2.2,0.5,0.3,0.3,0.6,1.0,3.8,7.0,0.506,13.1,0.2,-4.7,-0.7
365,Marko Simonovic,CHI,1563518,C,23,7,2.9,0.3,0.286,0.1,0.25,0.1,0.333,0.357,0.1,0.5,0.3,0.0,0.0,0.0,0.0,0.7,0.9,-0.1,0.381,17.4,0.0,-14.4,-0.1
366,Ayo Dosunmu,CHI,1563518,SG,23,80,26.2,3.5,0.493,0.7,0.312,2.8,0.583,0.545,0.8,0.805,2.8,2.6,0.8,0.3,1.2,2.3,8.6,10.2,0.567,14.9,2.9,-2.5,-0.2
367,Isaiah Livers,DET,1563518,PF,24,52,23.1,2.3,0.417,1.4,0.365,0.9,0.541,0.545,0.6,0.821,2.8,0.8,0.5,0.5,0.6,2.0,6.7,8.4,0.567,11.9,1.0,-2.4,-0.1
368,Daishen Nix,HOU,1563518,PG,20,57,16.0,1.4,0.342,0.7,0.286,0.7,0.423,0.426,0.4,0.667,1.7,2.3,0.5,0.1,1.5,1.0,4.0,5.3,0.447,15.4,-1.2,-6.5,-1.0
